,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,duration,spectral_centroid_mean,spectral_centroid_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_energy_mean,rms_energy_std,audio_clipping:confidence,background_noise_audible:confidence,quiet_speaker:confidence,overall_quality_of_the_audio
17,-7.2520304,5.921105,-0.803201,0.021437738,-0.8569794,0.31586364,-1.9688487,-0.9076955,0.109802976,-1.5031179,-2.2143593,-0.5814074,-2.9660454,2.048027210884354,1741.1837918483945,501.93001482603614,0.0736865783005618,0.030358500900094353,0.022505887,0.014272294,1.0,1.0,0.6668,3.33
18,-3.1783283,1.9568785,1.3462799,0.87582827,0.5492362,0.42931592,0.5078848,0.7071802,0.036823604,0.20050602,0.29416913,0.64394164,-0.11470821,4.949342403628118,2441.6600710560933,1172.998623076046,0.1031231746495327,0.08232449155749524,0.08519071,0.074277036,1.0,1.0,1.0,3.0
19,-2.3582358,2.210538,-1.3314383,0.43128222,0.15897617,-0.80557674,0.3363274,-0.82082856,-0.61097383,-0.3774814,-1.0308462,-1.3661318,-0.5399509,4.272471655328798,2315.1369796664912,965.3243840285919,0.13308171452702702,0.09163449342143289,0.06868066,0.07717957,0.6889,1.0,0.6889,3.0
20,-6.146274,3.8120167,-0.21403526,1.2351649,1.171395,-0.44355544,-0.4601642,0.44859833,0.13912363,-0.046461355,-0.53724825,-0.110204495,-1.2578989,3.9253514739229023,2520.567105376641,737.9061713710355,0.1203469669117647,0.05587751379407652,0.014242009,0.013086882,1.0,0.6406,1.0,3.0
21,-6.3730288,2.3729436,0.046883512,0.9519352,0.8032312,-0.25852573,-0.48423627,0.32982904,0.46882722,0.036221333,-0.034907553,0.2217973,-1.0546104,3.1573696145124717,3112.7025753171497,1066.1741116720261,0.18400663488051472,0.10514737499247193,0.010443039,0.010845522,1.0,0.6704,1.0,3.0
22,-4.89399,2.1646821,-0.25712517,0.6168703,-0.7507877,-0.62333286,-0.8218624,-1.3476561,-1.7335579,-0.57404834,-1.6533291,-1.4727134,-1.7943637,6.965986394557823,1831.3803374531344,1196.799800170901,0.09854683606727575,0.09434735359793457,0.035418034,0.023796605,1.0,0.6483,1.0,3.0
23,-2.6309495,2.799924,0.1596356,0.37778673,1.0969061,1.2908641,-0.80093867,0.17771444,0.094889775,0.8434703,-0.58313787,0.311645,-0.19260702,1.8575963718820863,2154.310962675658,899.8422476459342,0.10763286072530864,0.07061405432863546,0.04245778,0.05454615,0.686,1.0,1.0,3.0
24,-4.7430387,4.1883554,-3.3416553,3.5918815,-2.1987977,1.0917894,0.46323735,1.1503559,-0.827047,-0.3363163,0.095002644,0.15284726,-1.1143744,3.4133333333333336,2398.2605028403414,426.06492215774796,0.17815337309966217,0.049117071913782014,0.031516984,0.018888056,1.0,1.0,1.0,3.0
25,-10.370141,5.959558,0.5326967,0.3227278,0.23682623,1.1867127,0.93979293,1.45903,0.23093975,1.1224744,-0.4692533,0.17389415,0.49359065,3.3436734693877552,1617.4640284874436,403.8891985435142,0.054778421336206896,0.01878551637737514,0.01926422,0.018834477,1.0,0.6617,1.0,3.0
26,-10.451833,7.1384926,0.49735582,1.1513453,1.1649029,0.94603205,0.7362758,0.9056161,-0.42729858,0.45409513,-1.2441936,-0.38634872,0.36614877,2.3219954648526078,1592.8801447531312,417.33385277877494,0.05037998917079208,0.01633197003674696,0.020111302,0.010981782,1.0,1.0,1.0,3.0
27,-4.450315,2.4907691,-0.18910126,2.1777394,-0.38391766,-0.6017875,-0.00014586998,-0.8030454,-1.015501,-0.7305991,-1.3538239,-0.098672345,-1.892708,3.498684807256236,2120.412157504236,1241.9410299527688,0.12293693087748345,0.1265100028224795,0.08164046,0.05824603,1.0,1.0,1.0,3.0
28,-2.8810105,1.8913342,-1.3613366,0.59109944,-0.902225,0.32675675,-0.57443523,-0.23116732,-1.48172,-0.18257225,-2.3128326,-1.1054959,-1.0994823,3.9253514739229023,2116.191118135796,1145.9529314908987,0.13534007352941177,0.10862296898047936,0.08292511,0.056777254,1.0,0.6681,1.0,3.0
29,-4.9093614,2.4610708,-0.42853168,1.3331666,-0.23216225,0.681255,-0.50771564,-0.4456526,-0.10338628,-1.0893048,-1.3136843,-0.94274694,-0.19293109,3.0720181405895692,1746.5634960996804,973.7262475815809,0.10965034656954888,0.07787314188587464,0.064202614,0.06434995,1.0,1.0,1.0,3.0
30,-5.044656,3.055509,-0.83064145,1.4657799,0.29611674,1.0611768,-0.54603267,-0.92217195,-0.21617584,-0.22581375,-0.6256748,-1.7948308,-0.011470871,2.4746938775510205,1491.5991482132893,530.3737146067419,0.08031542056074767,0.03422030117973085,0.04657601,0.057128463,1.0,1.0,1.0,3.0
31,-2.2833052,1.6937488,0.7544659,0.51659423,0.64922214,-0.2783525,0.47889355,-1.0982494,-0.707199,-1.6996706,-0.87304467,-0.38479456,-0.7376735,5.12,3769.12997788315,1446.9874416411812,0.21512434601244343,0.15287072651436132,0.023400469,0.027175378,1.0,0.6597,1.0,3.0
32,-2.7891538,5.240874,-0.97690713,0.89847964,-0.15818223,0.5875938,0.43572032,0.17347354,-0.1388464,0.112707935,-1.6263942,-0.122066475,0.4516911,8.533333333333333,1530.6678272941097,476.9294620637258,0.06392636506453804,0.03297703163477868,0.12646109,0.09780696,1.0,1.0,1.0,3.0
33,-6.144174,3.8101802,2.3258476,0.5805761,2.164736,-0.6039537,-0.43532193,-0.6201808,1.2641085,-0.098428704,-0.89363617,0.4425092,0.5486118,1.7066666666666668,2359.8635274814487,1273.9599210870972,0.07347972972972973,0.051313265816721444,0.036806006,0.022566494,1.0,1.0,1.0,3.0
34,-7.7016554,5.4288054,-0.24718258,0.8841858,0.22460844,0.31247428,0.863498,-0.2546685,0.42365947,0.20481293,-0.9284643,1.0822265,-0.105356514,3.84,1324.3541829295748,608.9251586507155,0.042780496987951805,0.03300357334338915,0.027639717,0.010652683,1.0,1.0,1.0,3.0
35,-3.7121243,3.3684056,0.29530886,0.9373942,-0.046693966,0.48275703,-0.30941254,0.23703669,-0.83498144,-0.3304502,-0.811072,0.26118502,0.22253971,9.898684807256236,1562.8349128076486,694.6041485786023,0.06263150431791568,0.049830645428370554,0.014026121,0.009790348,0.6414,1.0,1.0,3.0
36,-3.930178,2.3677082,0.012819249,1.841141,1.6508046,-0.19503146,-0.17158876,0.84609073,0.018015508,0.5217606,-0.5249059,0.9312935,0.3188514,11.42421768707483,1479.6156087269806,519.6813410596537,0.031175717862576065,0.03936077756955016,0.03139588,0.01564251,1.0,1.0,1.0,3.0
37,-4.335062,3.4904056,0.14143841,1.6628516,1.2720258,-0.04636356,-0.053910688,1.4013981,0.31206283,1.1367066,0.011478666,1.6870828,-0.10319448,4.829750566893424,1506.3538297682398,370.5489797043081,0.026927893241626793,0.0320491972768253,0.030555665,0.015262904,1.0,1.0,1.0,3.0
38,-2.939061,2.2996438,-0.037914626,1.3179264,-0.024729209,0.52943707,0.16155209,-0.014618739,0.07238823,-0.097076744,-0.39339116,0.63787585,-0.62473434,3.9253514739229023,1859.759917814088,1127.614273769252,0.08449276194852941,0.09346184454676457,0.05605204,0.04651813,0.6566,1.0,1.0,3.0
39,-3.290006,2.8935745,-0.061110083,0.96056104,-0.61061597,-0.17036423,-0.54980326,-1.3942308,-2.2640045,-0.4647504,-1.4555917,-0.9424794,-1.4521672,4.3520181405895695,1917.0002753513534,803.9851873009383,0.08933469082446809,0.03730463955936737,0.016102495,0.022861276,0.6853,0.3566,1.0,3.0
40,-5.3732805,1.6980107,-0.5622372,0.12458673,-0.35789946,0.0144058345,-0.54422444,0.34152445,0.022325361,0.5275227,-0.2066776,-0.235556,-0.5097036,5.015510204081632,3193.215758990272,1149.7257945298065,0.21987732214861752,0.10212508062243296,0.008358666,0.012144096,1.0,0.6966,1.0,3.0
41,-7.586582,7.852536,-2.6997156,0.17631158,2.8692665,-0.92671907,1.002786,1.4901259,-0.37696478,0.7661713,-0.54193485,-1.5652422,0.4814452,9.301360544217687,1009.6979823576183,245.6801780675869,0.05469358829488778,0.024717624268555647,0.03520191,0.027380627,1.0,1.0,1.0,3.0
42,-8.953233,6.0997024,-2.8342187,-0.9949302,2.7088914,-1.1755935,0.67566115,2.0648978,0.05159916,0.64990354,0.07395516,-0.92317414,0.76469636,4.949342403628118,971.8825783676506,230.80075872698242,0.05488828855140187,0.022629640243626042,0.030150663,0.032912258,1.0,1.0,1.0,3.0
43,-1.9959072,1.5762811,-0.16591674,1.0722479,0.92452973,1.9275694,-1.2255151,-0.500182,-0.20638023,0.40663245,-0.9697381,0.11199797,-0.45678374,9.898684807256236,2991.926136174811,1117.5639067058084,0.1475615668911007,0.09746022006198267,0.07239857,0.068867184,1.0,0.6498,0.7005,3.0
44,-5.755573,4.2690196,0.94326925,-0.4508916,-0.1374553,0.2710967,-0.74571294,-0.47957402,0.24776208,1.4652686,-0.23852298,-0.29021478,0.055725753,7.616145124716553,1525.2417250864514,661.6152955140009,0.05514313022416414,0.025535067807943467,0.051997453,0.039245922,1.0,1.0,1.0,3.0
45,-4.681913,4.1640897,0.5285828,-0.09818899,0.56881076,1.1623485,0.0020065105,0.16638936,0.8541565,1.8202937,1.2091693,0.8917231,0.011829029,2.8792743764172335,1452.3165082779394,622.5119727080807,0.0407421875,0.03297765819371361,0.056132656,0.04894943,1.0,1.0,1.0,3.0
46,-8.933329,7.7839494,-1.0311067,0.42935878,0.21391389,0.38293156,1.4044653,1.5138782,1.3785082,-0.5618113,-0.52110994,1.576699,0.4316179,16.718367346938777,989.259451543694,197.16578951380166,0.045762991938280165,0.018214819001703023,0.03482947,0.027059132,1.0,1.0,1.0,3.0
47,-4.6015167,1.4282937,0.20336221,1.9718225,0.85690826,0.93763405,0.8358425,1.0074689,0.576821,1.034625,-0.67523587,0.5946192,0.95074564,6.6873469387755105,1612.7495475175501,333.85696531299135,0.02279040062716263,0.03745002877156709,0.0049563725,0.004861122,1.0,1.0,1.0,3.0
48,-2.8641152,1.9915994,1.2398943,1.1537253,0.18411148,0.14044216,0.056591224,-0.045701295,-0.14659062,0.2299348,0.11049197,0.6898444,-0.4786616,8.021360544217687,2047.5129733147655,1364.1333101290609,0.0963579299132948,0.09798300615463103,0.1347962,0.08790649,1.0,1.0,1.0,3.33
49,-2.240198,0.8835853,-0.8049544,-0.2730537,-0.5198368,-0.86302423,-0.61865026,-0.20290443,-2.1609542,-1.5269,-1.0909822,-0.34265828,-1.2323004,4.181360544217687,3269.6586432633007,1650.6579459831125,0.2406767955801105,0.16371814908596644,0.030403499,0.029543916,1.0,1.0,1.0,3.33
50,-3.2275736,1.5051402,-0.735573,0.41705868,-0.13556077,-0.9833935,0.38802925,-0.9457191,-1.4981823,-0.8090455,-1.9576616,-1.6219177,-1.2228172,3.5294331065759637,2830.2789658955244,1724.3688053718306,0.18660960477941177,0.17608389686065917,0.04617917,0.048651654,1.0,0.6849,1.0,3.33
51,-3.378029,2.243316,-1.4140338,0.18623513,-0.6526043,-0.7991827,0.48474368,-1.0389841,-1.2353151,-1.0837785,-1.7624826,-1.2489243,-1.506565,4.08671201814059,2196.3356503094897,1139.275352249959,0.1329725017655367,0.09146101841665372,0.054331698,0.0569063,0.6889,1.0,1.0,3.33
52,-3.5141551,1.9561872,-0.89736575,0.62584305,-0.02495825,-1.1273141,-0.1614186,-1.0753648,-1.2701674,-0.54696476,-2.3071597,-2.0637429,-1.3266083,5.108390022675737,2290.12035764674,1444.2805691715564,0.13257388291855204,0.13389758321894962,0.049303107,0.034742042,1.0,1.0,1.0,3.33
53,-2.720725,1.6776543,1.4952679,0.0691271,0.30145964,-0.5207099,-0.68646306,-1.738424,-1.5540851,-1.6121982,-0.6219223,-0.66059875,-0.61571175,2.6006349206349206,3279.8252880644545,1556.0014014046603,0.172047842920354,0.16624741483342567,0.036575817,0.036443476,1.0,0.6928,1.0,3.33
54,-6.4181023,3.4464307,0.43070298,1.3566471,0.17725438,0.87029153,-1.0253422,1.0396544,-1.2322061,1.2526437,-0.9390333,-0.36568448,-0.78968763,5.290702947845805,2059.1267873817906,920.2713576480458,0.103515625,0.0832254146012212,0.015466723,0.0114334,1.0,1.0,1.0,3.33
55,-7.9092,3.037528,0.44146106,1.279095,0.24372357,0.8804385,-1.1305504,1.1423093,-0.967398,1.3271657,-0.83290756,-0.46599752,-0.7975309,4.010702947845805,2233.616675751127,1134.0315745617422,0.12194048049132948,0.11556610629485793,0.01220951,0.009661613,1.0,0.6689,1.0,3.33
56,-4.012319,3.1046393,0.096063785,0.99427176,-0.28790784,0.118227616,-1.4230839,1.4128911,-0.84825224,1.1692243,-0.3921411,-0.85078853,-0.0711928,2.4746938775510205,2432.656370700507,985.76450869491,0.12819892669392524,0.08845636734743365,0.014663564,0.022881964,1.0,0.6739,1.0,3.33
57,-5.29509,3.8484442,0.48266336,1.3210925,0.29732245,0.80125076,-1.173831,1.2682284,-1.2065645,1.1240393,-0.7901535,-1.3837541,-0.41663438,4.778684807256236,2170.040275871283,947.1071663633778,0.10267891004247573,0.09512069093656504,0.013243867,0.016437931,1.0,1.0,1.0,3.33
58,-5.850696,2.7076528,0.08286004,0.61959845,0.15710217,-0.3888087,-0.23504582,0.40385938,0.46329102,0.36549437,-0.040396325,-0.43950725,-1.2135786,4.096009070294785,2612.3797948867514,935.4664892450181,0.1347518317443503,0.06766853531025267,0.015886704,0.017161885,1.0,0.6575,1.0,3.33
59,-6.561068,3.035459,-0.41186938,0.98884356,1.4901214,-0.3637755,-0.8299386,0.4423197,0.13365139,-0.061523844,-0.39738616,-0.3316936,-1.0064327,4.3520181405895695,2631.60411265745,810.9878862546607,0.12892183344414893,0.06991787281787167,0.01626382,0.0153296795,1.0,0.6499,1.0,3.33
60,-5.4114184,2.3546278,-0.69903374,0.31933373,0.885291,-0.09455385,-0.51914597,0.16270097,0.6281712,1.2378529,-0.6383744,-0.16830815,-0.6928348,2.901360544217687,2823.1672381263024,877.2316330508188,0.1575703125,0.0693061947650605,0.01303352,0.016349474,1.0,0.6828,1.0,3.33
61,-7.691433,4.2478704,0.93139946,1.4379897,2.0369709,1.2824572,2.0250733,2.2258317,0.7752309,1.7697926,2.060301,0.3445177,2.6227016,6.501587301587302,1016.726680644096,483.3566425158152,0.013306967304270462,0.008409947668310772,0.067148246,0.0063247844,1.0,1.0,1.0,3.33
62,-8.857561,3.874906,0.7522784,1.3934708,2.7835279,1.3143214,1.5644729,1.6937732,1.0405833,0.95749617,2.054779,0.28487787,1.7729298,12.817414965986394,1242.0014481764279,529.3443956680609,0.015008688404159132,0.0075699180831721,0.042012304,0.002127199,1.0,1.0,0.6876,3.33
63,-5.2622447,1.6441638,-0.24087736,0.96223754,1.8305291,-0.5426167,0.19099131,0.24182606,-0.53966737,0.1559767,0.5976518,-0.5559859,0.33757544,4.551111111111111,3161.57165422537,1251.1489589360442,0.33187262055837563,0.23412188036218246,0.0063336235,0.006052831,1.0,0.6506,0.7108,3.33
64,-8.853125,3.103474,0.9413592,0.874823,1.5700567,0.24565867,2.4956472,0.7883323,-0.43728036,0.20673887,1.810799,-0.18345988,1.4679741,9.380861678004536,3985.0176401785125,626.5698967825998,0.31522834683641976,0.050643157204530935,0.014477066,0.005047155,1.0,1.0,0.6733,3.33
65,-6.4503536,5.264765,0.14897053,1.8547845,0.6529774,-0.12992686,-0.3148071,0.5050974,0.37013987,0.30064023,0.29416302,0.65761626,0.31629813,5.851428571428571,1331.8900820120411,411.7738321139431,0.037146044342885376,0.015149369464549256,0.014554768,0.014203599,1.0,0.6377,1.0,3.33
66,-4.490841,3.3118181,0.13618116,1.2255796,0.6171624,-0.054095306,-0.299809,0.8223406,-0.018114861,0.6669113,0.052334163,0.14347564,-0.39153525,4.272471655328798,1727.6362221144184,886.3538604146007,0.06473289695945945,0.05302059503191438,0.023433056,0.023035929,1.0,1.0,1.0,3.33
67,-2.452967,6.0336943,-0.11194401,0.79737145,0.68268806,0.9900852,0.7249795,0.5927588,-0.06162117,0.19948578,-0.79461247,0.27146408,0.056985114,1.8773696145124716,1949.1244987244038,364.5435850707665,0.14831693672839505,0.10381198916859218,0.09206358,0.07365781,1.0,1.0,1.0,3.33
68,-2.7524188,3.6108136,-0.21027687,1.1150225,0.77034825,1.4339596,0.92163754,-0.050651472,0.011091435,0.32376236,-1.1571294,-0.46033585,0.36533174,1.3653514739229025,1973.6726329298406,685.648060001601,0.08036778336864407,0.04367950511077199,0.116362154,0.07930927,0.6849,0.6849,1.0,3.33
69,-4.348544,3.421982,0.5548641,-0.00023957544,1.1556302,1.7628587,1.161139,0.44497764,-0.60931355,-0.39926672,-1.1624578,0.19061507,-1.1850548,8.277369614512471,1435.114454189302,874.5859237589555,0.0395398393732493,0.03490538072274864,0.101955466,0.056533206,1.0,1.0,1.0,3.33
70,-4.5240164,2.839661,1.0574126,0.16140173,1.0471584,2.2759578,2.0680132,1.9348398,0.32964414,0.87615985,-1.5534482,-0.05630096,-1.22609,2.389342403628118,1828.6579919420205,856.0065798533137,0.03481018658980582,0.02223749540781088,0.07306433,0.058657803,1.0,0.6877,1.0,3.33
71,-6.993312,2.1500304,-1.4874095,1.6940447,-1.7973626,0.93793786,-0.3893738,-0.9422254,0.87626785,-1.2395802,0.32039866,-0.7616234,-0.56267303,5.205351473922902,2234.366345623251,1133.6192049890788,0.1652951388888889,0.10726302232087259,0.029780464,0.031477336,1.0,1.0,1.0,3.33
72,-2.2166908,1.811118,-0.0020501812,0.39249724,0.40442392,0.83554006,-0.6335751,0.49078038,0.8742664,-0.020401014,-0.12414595,0.7621857,-0.37166288,4.6439909297052155,2337.660790880638,1153.1775048891361,0.10414237406716417,0.08833158230499116,0.07376056,0.10344389,1.0,0.6621,1.0,3.33
73,-3.0329528,6.898233,-0.6819156,2.3046165,2.9492188,1.6172514,-0.53862154,-0.11367999,0.6437431,0.6267889,0.8284688,0.38632527,-0.543013,2.3219954648526078,1830.9947376876235,430.5119077694676,0.07159363397277228,0.024951147890460258,0.08453596,0.063652,0.6419,1.0,1.0,3.33
74,-1.9501168,3.5630856,-0.40549773,2.332166,-0.7426077,1.6920599,-0.9356699,-0.18390052,0.19734399,-0.26485342,0.2170331,-1.2632215,0.70124936,9.64267573696145,1816.1458582397945,897.2400453441338,0.08700092022235577,0.08108870801344022,0.15035662,0.119394526,1.0,0.6602,1.0,3.33
75,-2.5125716,3.5672615,-0.33834964,2.046274,-0.7068084,1.566121,-1.0496023,-0.33267397,-0.005857181,-0.42749345,0.13461874,-1.2762063,0.68341446,6.1440362811791385,1636.7189107860622,906.1496847894933,0.0755748820754717,0.0800268866243503,0.13262159,0.09919549,1.0,0.6738,1.0,3.33
76,-4.242157,1.8107176,0.6969267,-0.12538022,0.2476457,-0.2237895,-0.70548034,0.94522214,0.0042888606,1.5457463,-0.9209169,1.1478186,-0.8924424,3.84,3080.340052305936,1508.9483384935104,0.14031614740210843,0.12313314247245535,0.012096447,0.010932558,1.0,0.6627,1.0,3.33
77,-2.1189098,2.8160698,-0.2088563,0.19190484,-0.11212901,0.5029368,0.65439034,-0.042254873,-0.33631897,-0.32417122,0.0726917,-0.5644827,-1.1667345,2.048027210884354,1635.0412029169397,863.929953573073,0.09255398525280899,0.06426832113695959,0.05160277,0.044974767,1.0,1.0,1.0,3.33
78,-3.7939687,1.8600929,-0.31211293,1.3812865,1.7440642,-0.07773499,-0.302702,1.1737684,-0.2257607,0.55033875,-0.5466468,0.5735068,-0.13104315,5.294149659863946,2053.6185541985,581.0063702527599,0.04478754435043668,0.046891007535884106,0.029851977,0.014932082,1.0,1.0,1.0,3.33
79,-4.512289,1.3343564,0.1173469,1.3553123,0.9961977,0.18698889,0.21965426,1.6971773,0.24039961,0.81142133,-0.32529235,0.6167392,0.83084244,7.058866213151927,1714.8960240175593,503.4011148079037,0.023069287909836065,0.033170367127089484,0.022745764,0.012656447,1.0,0.6753,1.0,3.33
80,-2.1788466,2.5544233,-1.0918214,0.7560003,-1.0463943,0.25368485,-0.02629144,-0.7490002,-1.0927426,-1.5562551,-0.25838193,-1.1481928,0.20524143,8.533333333333333,1933.3494681691018,748.5663494892583,0.13356747834578805,0.07333920105770379,0.10193715,0.07848275,1.0,1.0,1.0,3.33
81,-1.8118228,3.0299854,-0.3876345,1.1322052,0.775172,-0.2919863,-0.6605673,0.4480171,-0.026023606,-0.62918764,-0.1098444,0.5487128,-0.9081462,9.728027210884354,2049.318350389742,829.7838995557404,0.08700962112171838,0.05727882518351454,0.18703528,0.17495288,1.0,1.0,1.0,3.33
82,-1.5959882,3.7899566,-0.6710505,1.0772245,0.82793605,-0.36860684,-0.752413,-0.05230521,-0.5033287,-0.41450948,0.06184437,0.59299296,-0.882327,6.1440362811791385,1835.6570432756437,751.1815404104966,0.07469413325471698,0.042141244190669266,0.22763193,0.20797524,1.0,1.0,1.0,3.33
83,-1.9252521,3.8239648,-0.7296482,0.52042174,1.0609752,-0.54219073,-0.67657775,0.32893354,0.13588099,-0.81921095,-0.3832541,0.4084817,-0.88387316,6.058684807256236,2061.7094392029435,923.9436843282556,0.09775914451628352,0.07964312911686465,0.18093197,0.20586699,1.0,1.0,1.0,3.33
84,-3.8175886,1.4564644,-0.5874528,1.6452694,-0.8481098,-0.40914622,-0.26370177,-0.78796077,-0.875555,-0.72254246,-1.2736254,0.22911797,-1.4781098,6.656009070294784,2334.0564729890175,1363.341868689346,0.16070748040069685,0.11264317163991867,0.011057342,0.0073180315,1.0,0.6528,0.6944,3.33
85,-11.642613,8.465619,-1.045594,-0.8212866,-0.48245126,0.39774027,1.179937,1.9684699,1.8005571,2.8686416,1.2916678,2.6497686,1.578084,9.380861678004536,1139.1274165525,217.78790419851728,0.03696831597222222,0.014776861176710484,0.06567738,0.030128634,1.0,1.0,1.0,3.33
